id,醫事機構名稱,醫事機構地址,Response_X,Response_Y
333,葉南宏診所,台中市北區忠太東路５８之３–６號１樓,216289.541,2672746.208
334,秀慧診所,台中市北區忠太東路５８－１２號１樓及夾層,216287.021,2673041.566
335,永成診所,台中市北區崇德路１段５３８之１號１樓,218028.024,2673498.697
336,小太陽聯合診所,台中市北區漢口路三段179號1樓,216574.342,2673559.452
337,許文俊小兒科診所,台中市北區進化北路２６５號一樓,217838.586,2673092.828
338,許百睿皮膚科診所,台中市北區中清路１段 ５３８號１樓、２樓 ,216840.981,2673480.182
339,幼祥中西醫聯合診所幼祥小兒科診所,台中市北區崇德路一段５３１號１樓,217977.185,2673395.546
340,明達耳鼻喉科診所,台中市北區中清路一段８６８號１樓,216643.765,2674245.958
341,仕進診所,台中市北區中清路一段４４８、４５０、４６２號１樓,216638.239,2674260.594
342,正馨婦產科診所,台中市北區大雅路６２２號１-６樓,216966.399,2672911.808
343,英才耳鼻喉科診所,台中市北區英才路２９６號１樓,216563.684,2672321.044
344,歐陽骨科外科診所,台中市北區漢口路３段９３號１樓,216354.625,2673556.83
345,張右川診所,台中市北區興進路２１１－２號１、２樓、２１１－３號１、２樓,218574.374,2672319.649
346,佳膚診所,台中市北區五權路２０７之１號１樓,216980.198,2671616.083
347,永旭診所,台中市北區民權路３５３號１樓,216498.54,2672379.64
348,黃淑琦心身診所,台中市北區學士路８３號４樓,217644.187,2672240.45
349,和康耳鼻喉科診所,台中市北區健行路８７０-１號１樓,216328.166,2672731.492
350,鴻安診所,台中市北區東光路２５２號１樓,219380.874,2671885.955
351,慶華診所,台中市北區進化北路３９２－３號１、２樓,217223.432,2673152.865
352,新陽明診所,台中市北區五權路２３２號１樓,217181.416,2671764.046
353,劉正元診所,台中市北區陜西路１０５號１樓,216278.416,2674035.458
354,張仲岳診所,台中市西屯區逢甲里西屯路二段２７２－１４號,213869.807,2674469.503
355,石修雄耳鼻喉科診所,台中市西屯區福星路３３７號,213951.953,2675112.324
356,吉民診所,台中市西屯區西平里西屯路２段２９６－４號,214283.187,2671913.569
357,廖述達婦產科診所,台中市西屯區何德里西屯路二段３２－９巷９號,214656.603,2671094.041
358,友彥診所,台中市西屯區西屯路二段３２－８號１樓,214674.845,2672050.95
359,祐民內兒科診所,台中市西屯區何安里天水西三街３０號,214375.872,2671308.302
360,廖光毅診所,台中市西屯區何德里西屯路二段９０－１８號,213372.2,2671372.083
361,崇仁內科小兒科診所,台中市西屯區逢甲里福興路５９１號,218558.022,2674626.913
362,惠新診所,台中市西屯區何厝里西屯路二段１７－１號,215428.571,2673259.742
363,翁哲寬小兒科診所,台中市西屯區甘肅路一段１３號,215448.022,2673309.526
364,林婦產科診所,台中市西屯區河南路二段４２０號,214001.268,2674204.944
365,和賢耳鼻喉科診所,台中市西屯區逢甲里福星路６３２號,214232.636,2674324.933
366,黃儒聲診所,台中市西屯區福上巷２１４號,214278.007,2674448.203
367,德星眼科診所,台中市西屯區何安里西屯路二段９５－４５號,214938.385,2673412.757
368,光明診所,台中市西屯區西屯路2段296之20號1樓之11,213606.149,2674844.955
369,立新診所,台中市西屯區何德里成都路１０１－３號,215565.143,2673521.657
370,方內科診所,台中市西屯區逢甲里河南路二段３６４號,214123.647,2674300.813
371,先進診所,台中市南屯區永春東路８７８號１樓,213474.59,2670033.456
372,重德耳鼻喉科診所,台中市西屯區何厝里漢口路二段２１－２號,215282.043,2673192.558
373,鄭吉發皮膚科診所,台中市西屯區河南路二段３１１號,214107.488,2674234.492
374,曾繁田耳鼻喉科診所,台中市西屯區西屯路２段２８２之２２號１樓,213776.518,2674643.003
375,台宏診所,台中市西屯區逢甲路８２號,213847.288,2674880.835
376,吳文豹耳鼻喉科診所,台中市西屯區福星路５４３號,213965.078,2674663.222
377,婦欣診所,台中市西屯區何安里西屯路二段１０１－５號１、２樓,214722.646,2673476.847
378,朱永成耳鼻喉科診所,台中市西屯區西屯路三段１５９－５５號,211180.94,2675897.347
379,詹西珠婦產科診所,台中市西屯區河南路二段３３４號,214177.416,2674346.964
380,敏生婦產科診所,台中市西屯區櫻花路１１６號,214480.866,2674042.833
381,張達雄診所,台中市西屯區工業區一路９８之１５號,210762.258,2674411.043
382,蔡眼科診所,台中市西屯區河南路二段３９８號１．２,214051.117,2674243.063
383,安笙婦產科診所,台中市西屯區西屯路２段８２號,215195.052,2673359.251
384,林農診所,台中市西屯區黎明路三段３４２號,213312.636,2675221.79
385,陳昭恩耳鼻喉科診所,台中市西屯區太原路一段２０５號,215616.053,2673129.907
386,陳永忠小兒科診所,台中市西屯區西屯路三段１５９–６８號,212842.021,2675225.154
387,呂健弘精神科診所,台中市西屯區何源里文心路三段４１２號,215777.252,2674108.055
388,平安診所,台中市西屯區何南里大墩路９１７–１號,214556.426,2672499.45
389,吉安診所,台中市西屯區青海路一段６５之２號１樓,214926.795,2673263.447
390,陳俊宏小兒科診所,台中市西屯區青海路１段３之３號１樓,215141.394,2673140.697
391,福茂聯合門診福茂小兒科診所,台中市西屯區西屯路２段２７３之１號１．２樓,213838.078,2674439.943
392,全成診所,台中市西屯區西屯路３段３２號,213241.12,2675057.375
393,林煥洲復健科診所,台中市西屯區弘孝２２９號１、２、３樓,211165.978,2674520.162
394,鴻仁診所,台中市西屯區西安里西屯路二段２９８–８號,213610.905,2674776.969
395,世民小兒科診所,台中市上石里河南路二段４１１．４１３號１Ｆ,213854.242,2674073.97
396,璟德診所,台中市西屯區上石里青海路二段２０９–１號１樓,214121.662,2673829.169
397,懷生小兒科診所,台中市西屯區忠義街１０２號１樓,215368.625,2672971.657
398,京品診所,台中市西屯區逢甲里西屯路２段２８４–１７號１樓,214161.38,2673972.2
399,東榮診所,台中市西屯區福安里中工３路７８號１樓,212586.712,2675320.543
400,昆南診所,台中市西屯區大墩路９４９之２３號１樓,214616.206,2672702.568
401,宏愛診所,台中市西屯區文華路２–１０號１樓,213942.133,2674503.247
402,裕仁診所,台中市西屯區大墩１９街２０８–１，–２號１樓,214071.158,2674892.936
403,慧雯眼科診所,台中市西屯區西屯路３段１６４–１９號１樓．１６４–２０號１樓,213267.894,2675043.79
404,三和診所,台中市西屯區甘肅路１段７８號１樓、８０號１樓,215378.723,2673445.296
405,王耳鼻喉科診所,台中市西屯區何德里漢口路二段３１８號１樓,215637.092,2673373.657
406,傑出診所,台中市西屯區逢甲里河南路2段352號,214147.187,2674321.063
407,新文心診所,台中市西屯區西平里逢甲路１１２號１Ｆ,213775.738,2674857.666
408,元大耳鼻喉科診所,台中市西屯區河南路２段３９２號,214059.687,2674253.683
409,新逢甲婦產科診所,台中市西屯區逢甲里河南路二段３９０號１．２樓,214063.027,2674256.203
410,陳駿逸皮膚科診所,台中市西屯區黎明路３段２１７號１樓,213147.908,2674681.694
411,翁耳鼻喉科診所,台中市西屯區上石里青海路２段２０９–３號,214121.662,2673829.169
412,福安耳鼻喉科診所,台中市西屯區西屯路３段１５３之２號,211561.475,2675710.151
413,傑安內科診所,台中市西屯區河南路２段２４６號１樓、２樓,214427.155,2674530.061
414,理想家小兒科診所,台中市西屯區福雅路７３號１樓,211251.687,2675498.203
415,劉正義皮膚科診所,台中市西屯區西屯路３段１６４之１２號１．２樓,211138.257,2675955.782
416,崇芳小兒科家庭醫學科聯合診所,台中市西屯區福科路４１９號１．２樓,211473.178,2675418.612
417,何茂霖小兒科診所,台中市西屯區福星路二之1號1樓,213707.833,2675218.77
418,佑兒診所,台中市西屯區大墩路８８７號１樓,214426.666,2672382.188
419,妙林診所,台中市西屯區大隆路１５３號１．２樓,214431.567,2672529.819
420,鍾景仁整形外科診所,台中市西屯區青海路２段２４０-２號１．２樓,214000.649,2673933.899
421,普愛眼科診所,台中市西屯區大隆路六十四號一樓,214718.666,2672402.21
422,建安復健科診所,台中市西屯區永福路六十六號、六十八號一樓、地下一樓,211427.636,2675351.463
423,長沅復健科診所,台中市西屯區漢口路１段１１號１．２樓,215051.785,2672780.389
424,佳明眼科診所,台中市西屯區青海路一段五十九號一樓,214975.355,2673230.177
425,快樂診所,台中市西屯區上安里青海路２段３０７號１樓、３０５號１樓,213571.701,2674229.174
426,林聖凱婦幼診所,台中市西屯區福科路７０２號１至３樓,210497.964,2675810.642
427,英倫小兒科診所,台中市西屯區東興路３段３１５號２樓之５,214839.158,2672409.72
428,偕安診所,台中市西屯區福科路４１７號１樓,211482.476,2675414.568
429,逢大林新診所,台中市西屯區文華路１００號１樓,214438.856,2674925.876
430,揚銘眼科診所,台中市西屯區西屯路３段１４６－５號１樓,211929.434,2675570.163
431,曾曉鐘小兒科診所,台中市西屯區河南路２段４９６號１樓,213690.918,2673897.634
432,美景診所,台中市西屯區東興路３段３７８號１樓,214970.845,2672524.43
433,致康診所,台中市西屯區漢口路２段３２號１樓,215276.834,2673140.566
434,博濟診所,台中市西屯區逢甲路２３３號１樓,213533.538,2674604.902
435,新彗婦產科診所,台中市西屯區華美西街２段１９５號１、２樓,215990.382,2673586.256
436,戴昌興診所,台中市西屯區大墩路９２９號１樓,214549.185,2672581.898
437,大生診所,台中市西屯區惠中路一段１１８號１、２樓,213779.774,2672859.367
438,蕭景升眼科診所,台中市西屯區河南路２段４１９號１樓及２樓,213810.035,2673951.649
439,昕晴診所,台中市西屯區青海路２段２４６－１號１樓,213818.408,2674102.824
440,吳允仁耳鼻喉科診所,台中市西屯區西屯路２段２７之３號１樓,215538.363,2673218.586
441,幸福婦產科診所,台中市西屯區河南路２段３０９號１ˋ２樓,214110.907,2674237.282
442,上安診所,台中市西屯區青海路２段３１３號１樓,213561.329,2674237.43
443,佳禾診所,台中市西屯區福安路５號１樓,211721.176,2675271.048
444,陳建富內科診所,台中市西屯區黎明路２段７５１號１、２樓,212777.098,2673051.671
445,范其就診所,台中市西屯區長安路２段１號１樓,215555.453,2674179.504
446,溢恩診所,台中市西屯區西屯路３段１５９－８２號１樓,211055.546,2675955.361
447,中科診所,台中市西屯區福科路６１８號１樓２樓、３樓,210673.878,2675795.544
448,林原瑩骨科診所,台中市西屯區青海路１段１１８號１樓、１２０號１、２樓,214868.385,2673335.245
449,楊紹民診所,台中市西屯區政和路１５２號１、２樓,213483.522,2672442.262
450,陳昱先整形外科診所,台中市西屯區福安路７８號１樓及夾層,211597.496,2675136.918
451,莫亞皮膚科診所,台中市西屯區漢口路２段２４號１樓。,215256.359,2673138.092
452,晉康診所,台中市西屯區上安路１３２號１樓,213431.139,2674054.649
453,育康復健科診所,台中市西屯區甘肅路１段２０２－２號１、２樓,215184.494,2673711.506
454,揚昇診所,台中市西屯區惠中路２段７８號１樓,213481.086,2672348.14
455,馮文中骨科診所,台中市西屯區西屯路3段139-10、11號1樓,211711.372,2675638.691
456,林鴻任耳鼻喉科診所,台中市西屯區青海路１段１１６號１樓,214872.984,2673333.586
